"1.848960004789E+008","2.336467E+003","4.833702E+001","1.000000E+000"
"1.848960014789E+008","2.212512E+003","4.703735E+001","1.000000E+000"
"1.848960024789E+008","2.174737E+003","4.663407E+001","1.000000E+000"
"1.848960034789E+008","2.315729E+003","4.812202E+001","1.000000E+000"
"1.848960044789E+008","2.326478E+003","4.823357E+001","1.000000E+000"
"1.848960054789E+008","2.261526E+003","4.755550E+001","1.000000E+000"
"1.848960064789E+008","2.346263E+003","4.843824E+001","1.000000E+000"
"1.848960074789E+008","2.278879E+003","4.773761E+001","1.000000E+000"
"1.848960084789E+008","2.314119E+003","4.810529E+001","1.000000E+000"
"1.848960094789E+008","2.351645E+003","4.849377E+001","1.000000E+000"
"1.848960104789E+008","2.351137E+003","4.848853E+001","1.000000E+000"
"1.848960114789E+008","2.300974E+003","4.796847E+001","1.000000E+000"
"1.848960124789E+008","2.285538E+003","4.780730E+001","1.000000E+000"
"1.848960134789E+008","2.311563E+003","4.807872E+001","1.000000E+000"
"1.848960144789E+008","2.292956E+003","4.788482E+001","1.000000E+000"
"1.848960154789E+008","2.330776E+003","4.827811E+001","1.000000E+000"
"1.848960164789E+008","2.303325E+003","4.799297E+001","1.000000E+000"
"1.848960174789E+008","2.316674E+003","4.813184E+001","1.000000E+000"
"1.848960184789E+008","2.264265E+003","4.758429E+001","1.000000E+000"
"1.848960194789E+008","2.319547E+003","4.816168E+001","1.000000E+000"
"1.848960204789E+008","2.327930E+003","4.824863E+001","1.000000E+000"
"1.848960214789E+008","2.328455E+003","4.825407E+001","1.000000E+000"
"1.848960224789E+008","2.259594E+003","4.753519E+001","1.000000E+000"
"1.848960234789E+008","2.406285E+003","4.905389E+001","1.000000E+000"
"1.848960244789E+008","2.381005E+003","4.879554E+001","1.000000E+000"
"1.848960254789E+008","2.259454E+003","4.753372E+001","1.000000E+000"
"1.848960264789E+008","2.339100E+003","4.836424E+001","1.000000E+000"
"1.848960274789E+008","2.327880E+003","4.824811E+001","1.000000E+000"
"1.848960284789E+008","2.345029E+003","4.842550E+001","1.000000E+000"
"1.848960294789E+008","2.325531E+003","4.822376E+001","1.000000E+000"
"1.848960304789E+008","2.300319E+003","4.796164E+001","1.000000E+000"
"1.848960314789E+008","2.341088E+003","4.838479E+001","1.000000E+000"
"1.848960324789E+008","2.312135E+003","4.808467E+001","1.000000E+000"
"1.848960334789E+008","2.341520E+003","4.838926E+001","1.000000E+000"
"1.848960344789E+008","2.382686E+003","4.881276E+001","1.000000E+000"
"1.848960354789E+008","2.355224E+003","4.853065E+001","1.000000E+000"
"1.848960364789E+008","2.355807E+003","4.853665E+001","1.000000E+000"
"1.848960374789E+008","2.305725E+003","4.801797E+001","1.000000E+000"
"1.848960384789E+008","2.420932E+003","4.920296E+001","1.000000E+000"
"1.848960394789E+008","2.263358E+003","4.757476E+001","1.000000E+000"
"1.848960404789E+008","2.373596E+003","4.871956E+001","1.000000E+000"
"1.848960414789E+008","2.339448E+003","4.836784E+001","1.000000E+000"
