"1.849840572516E+008","4.198099E+003","6.479274E+001","1.000000E+000"
"1.849840582516E+008","4.205207E+003","6.484756E+001","1.000000E+000"
"1.849840592516E+008","4.477618E+003","6.691501E+001","1.000000E+000"
"1.849840602516E+008","3.998282E+003","6.323197E+001","1.000000E+000"
"1.849840612516E+008","4.365437E+003","6.607145E+001","1.000000E+000"
"1.849840622516E+008","4.279510E+003","6.541797E+001","1.000000E+000"
"1.849840632516E+008","4.212511E+003","6.490385E+001","1.000000E+000"
"1.849840642516E+008","4.066804E+003","6.377150E+001","1.000000E+000"
"1.849840652516E+008","4.111789E+003","6.412323E+001","1.000000E+000"
"1.849840662516E+008","4.168811E+003","6.456633E+001","1.000000E+000"
"1.849840672516E+008","4.176585E+003","6.462651E+001","1.000000E+000"
"1.849840682516E+008","4.183905E+003","6.468311E+001","1.000000E+000"
"1.849840692516E+008","4.265705E+003","6.531236E+001","1.000000E+000"
"1.849840702516E+008","3.993242E+003","6.319210E+001","1.000000E+000"
"1.849840712516E+008","4.070887E+003","6.380350E+001","1.000000E+000"
"1.849840722516E+008","4.183889E+003","6.468298E+001","1.000000E+000"
"1.849840732516E+008","4.129716E+003","6.426287E+001","1.000000E+000"
"1.849840742516E+008","4.130859E+003","6.427176E+001","1.000000E+000"
"1.849840752516E+008","3.943478E+003","6.279712E+001","1.000000E+000"
"1.849840762516E+008","4.148112E+003","6.440584E+001","1.000000E+000"
"1.849840772516E+008","4.131979E+003","6.428046E+001","1.000000E+000"
"1.849840782516E+008","4.014818E+003","6.336259E+001","1.000000E+000"
"1.849840792516E+008","4.032822E+003","6.350451E+001","1.000000E+000"
"1.849840802516E+008","4.113762E+003","6.413861E+001","1.000000E+000"
"1.849840812516E+008","3.941254E+003","6.277941E+001","1.000000E+000"
"1.849840822516E+008","3.977577E+003","6.306804E+001","1.000000E+000"
"1.849840832516E+008","4.235763E+003","6.508274E+001","1.000000E+000"
"1.849840842516E+008","3.969021E+003","6.300017E+001","1.000000E+000"
"1.849840852516E+008","4.031693E+003","6.349561E+001","1.000000E+000"
"1.849840862516E+008","4.139389E+003","6.433808E+001","1.000000E+000"
"1.849840872516E+008","4.167731E+003","6.455797E+001","1.000000E+000"
"1.849840882516E+008","4.057110E+003","6.369545E+001","1.000000E+000"
"1.849840892516E+008","4.061789E+003","6.373217E+001","1.000000E+000"
"1.849840902516E+008","4.025802E+003","6.344921E+001","1.000000E+000"
"1.849840912516E+008","3.912344E+003","6.254874E+001","1.000000E+000"
"1.849840922516E+008","4.045436E+003","6.360374E+001","1.000000E+000"
"1.849840932516E+008","3.877612E+003","6.227047E+001","1.000000E+000"
"1.849840942516E+008","4.040153E+003","6.356219E+001","1.000000E+000"
"1.849840952516E+008","4.027533E+003","6.346285E+001","1.000000E+000"
"1.849840962516E+008","4.169676E+003","6.457303E+001","1.000000E+000"
"1.849840972516E+008","3.869117E+003","6.220222E+001","1.000000E+000"
"1.849840982516E+008","4.099111E+003","6.402430E+001","1.000000E+000"
"1.849840992516E+008","4.088281E+003","6.393967E+001","1.000000E+000"
"1.849841002516E+008","3.982338E+003","6.310577E+001","1.000000E+000"
"1.849841012516E+008","4.024505E+003","6.343898E+001","1.000000E+000"
"1.849841022516E+008","3.886887E+003","6.234491E+001","1.000000E+000"
"1.849841032516E+008","4.026771E+003","6.345684E+001","1.000000E+000"
"1.849841042516E+008","3.998927E+003","6.323707E+001","1.000000E+000"
"1.849841052516E+008","3.931615E+003","6.270259E+001","1.000000E+000"
"1.849841062516E+008","4.005177E+003","6.328647E+001","1.000000E+000"
